0:[824.9656934758244, 90.88169435721528, 144.25603471221518, -1.6355538405392187, 0.3614641572056452, -1.5010374284855288]
1:[773.5481608422199, 143.39096645928812, 186.0160168192968, -1.3877767000038166, 0.13465673695307334, -1.7728538934154656]
2:[859.2641509427363, 4.926257240730869, 151.2756861755099, -1.5432215055156115, 0.362729447577701, -1.7079387039102532]
3:[864.2700699312901, 21.316211247962222, 141.4494697080507, -1.586215963183151, 0.6886323737006124, -1.6748494939573517]
4:[769.9913225784643, 110.35240438039119, 168.39479578437, -1.386950700374731, 0.5253215793347921, -1.498289964833299]
5:[728.0693842855951, 213.6170451267289, 147.6035411994973, -1.4291780049323506, -0.8729425401484712, -1.5286478941353359]
6:[845.3137446013718, 10.328999397367977, 156.20468026474463, -1.4981907301000938, 0.390847639402782, -1.7245415638609618]
7:[749.7391161416589, 36.684156038254444, 185.88270120785677, -1.2742540892022693, -0.1474024101688136, -1.8449665385014953]
8:[834.734115586333, -14.338506233103867, 130.80279582735968, -1.5286141916715348, -0.355411236257384, -1.8942690106340896]
9:[751.5518670675354, -28.890067746567105, 165.25603971431585, -1.4280043327274057, 0.6234412922092241, -1.4810421862157321]
10:[725.9652748316877, 149.80604847563028, 180.97878299002906, -1.2875987878341668, -0.32777347759003894, -1.6483889171759838]
11:[824.1951904993748, 101.82879212625116, 137.079374193089, -1.6242417345825721, -0.2362234405538841, -1.4762068214434731]
