0:[-90.155239, -374.025273, 700.266033, -0.5437820946809191, 0.5170569848558513, -2.4572307279256704]
1:[-73.648129, -373.481245, 654.878133, -0.314640749339727, 0.3583957173549119, -2.3140695724320604]
2:[-142.067955, -387.457824, 678.813206, -0.03626328182733934, 0.3716021176592698, -1.8790885107936643]
3:[-0.169076, -412.512687, 678.936852, -0.19450804395558283, 0.3202318766919058, -1.9884740895092654]
4:[-16.832132, -354.973301, 648.315659, -0.4323823711019314, 0.2876138022738192, -2.03965885433702]
5:[-20.558711, -351.876989, 670.81644, -0.385057192475452, 0.2314920944041183, -2.036138874301598]
6:[-164.527156, -400.548079, 692.062474, -0.19063931222902722, -0.173848145267413, 2.911545761619496]
7:[-101.332946, -396.38599, 597.254185, -0.6662784296578692, -0.16043392860902, 3.1403349344242213]
8:[3.281238, -417.660794, 597.149205, -0.6823680091667667, 0.04510082630798271, -2.976636349996053]
9:[-111.359278, -412.651537, 725.539473, -0.7093833672464411, 0.03236186008389382, 3.0304575044721154]
10:[-174.646037, -394.700493, 665.395564, -0.43820526072548255, 0.07259847121986085, 2.8887199267828936]
